가게명,카테고리,주소,리뷰
간판없는 햄버거집,햄버거,서울 강서구 공항대로53가길 15,"등촌동 맛집 레트로식당 간판없는 햄버거집 후기(현금결제만 가능!)
안녕하세요~ 썬샤홍이에요! 등촌역과 증미역, 등촌동에 간판없는 햄버거집을 아시나요? 저는 동네 돌아다니다가 친구 추천으로 알게됐는데 진짜 찐으로 가게에 간판이 없고 가게 이름도 간판없는 햄버거집이라 너무 신기하고 호기심 생기더라구요~! 친구한테 물어보니 이미 유튜브에서는 유명한 등촌동 맛집이고 간판이 없어서 예전에는 옆에 실비식당 검색해서 위치 찾아갔다고 하더라구요~ 이제는 네이버지도에서도 쉽게 찾을 수 있어요! 가게 분위기와 가격, 맛까지 레트로였던 등촌 맛집 간판없는 햄버거집 소개할게요~ 간판없는 햄버거집 주소: 서울 강서구 공항대로53가길 15, 1층 영업시간: 월~토 09:00~18:00 정기휴무: 매주 일요일 전화번호: 02-3661-4792 등촌 맛집 간판없는 햄버거집은 가게 외관에서부터 연륜이 느껴지는 식당이에요. 등촌역 도보10분, 증미역 도보 8분으로 역세권도 아니고 평범한 등촌동 동네라 아는 사람만 갈 수 있는 곳인 것 같아요~! 영업시간도 나인투식스라서 평범한 직장인들은 토요일에나 방문할 수 있어요. 외관의 햄버거 포스터 진짜 레트로 감성 미쳤죠..!! 저는 개인적으로 현금결제만 가능한 곳 싫어하는데 여기는 가격이 엄청 싸고 이 분위기와 감성때문에 현금결제인 점도 아무렇지 않더라구요. 밖에는 햄버거 2000원이라 적혀있었는데 가격이 나중에 올랐는지 2500~3000원이었어요. 그래도 너무 저렴한 가격..!! 에그버거가 ‘애’그버거로 적혀있는 점 또한 레트로 갬성..ㅎㅎ 간판없는 햄버거집 메뉴판 애그버거 ₩2,500 치즈버거 ₩2,500 치즈애그버거 ₩3,000 팥빙수 ₩2,500 냉커피 ₩1,500 커피 ₩1,000 캔콜라 ₩1,000 결제는 현금결제나 계좌이체로만 가능했어요. 원산지 표지판 또한 매우 간단..ㅋㅋ 내부 자리와 테이블, 벽에 걸려있는 거울까지 90년대에 멈춰있는 듯 했답니다. 저는 치즈애그버거 3000 하나 주문했어요~! 테이블 위 레이스 식탁보 너무 정겹죠ㅋㅋㅋ 햄버거 번에는 깨가 잔뜩 있고 살짝 구워져있어서 따뜻하고 살짝 바삭했어요. 치즈, 계란, 양배추샐러드, 헴버거패티 별거 들어가있지않은 옛날햄버거인데 계란이 있어서 그런지 더 맛있었던 것 같아요~! 소스는 케찹이 전부였었지만 추억의 맛이었어요. 등촌동 낮에 방문할 일 있으시면 간판없는 햄버거집 방문해보세요~ 등촌동 레트로 찐 노포 맛집입니다.
이미지 수
9"
파오파오,한식,서울 송파구 석촌호수로12길 22,"배고파서 집 오다가 몇개 먹는바람엨ㅋㅋㅋ 실제로는 두개씩 더 있어요ㅎㅎ 새우만두 안좋아하는데 여기껀 진짜 맛있어서 찾게됩니다ㅜㅜ 잠실구장갈 때 필수코슨데 포장해서 집에서 먹어도 맛있네요ㅋㅋㅋ 여기 만두는 식으면 맛이 더 살아나는거같기도?ㅋㅋㅋㅋ
음식이 맛있어요"
리마르코,이탈리아음식,서울 강북구 삼양로 685,"이태리 정통스타일의 까르보나라 너무 그리워서 들렀는데 (하는 곳이 많이 없어서 ㅠ) 식감도 소스도 딱 생각한 그 맛을 만났어요🫶🏻👍💕 완전 맛있어요👍 가까우면 자주 올 것 같아요 이동네에 숨은 맛집🇮🇹 데이트 히기에 분위기도 좋고 화덕도 피자 굽는 걸 볼 수 있어서 재밌는 곳!! 피자도 완전 맛있어요😉💕🧚‍♀️
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
무교동북어국집,해장국,서울 중구 을지로1길 38,"⭐️단일메뉴 국맛집⭐️ -외국인여행객에게도 추천하는 국집 -밥고둑 반찬3종 테이블셀프리필가능(10,000원) -줄이 길어도 걱정하지 마세요. 회전 매우 빠름! -북어국 북어가 이렇게 통통하고 많이 들어있는 건 처음이에요 -혼밥하기 좋아요   점심에 해장술 드시는 분도 역시 있음. 바로 알콜 분해될 것 같은 무교동북어국집 😁"
가메골 손만두,"만두, 김치만두",서울특별시 중구 남대문시장4길 42,"오랜만에 서울에서 전시회 데이트를 하려고 가다가 너무 배고파서 찾은 남대문의 만두맛집!

크리스마스이브날인데도 사람들이 줄 서서 만두 포장을 기다리고 있었다. 식사를 하는 사람들은 건물 안으로 들어가면 기다림 없이 바로바로 식사 할 수 있으니 참고하세요!

우선 왕만두는 고기, 김치 반반으로 2개씩 나왔고 만두피가 일반적인 왕만두보단 얇아서 좋았다. 만두속은 일반적인 맛이며 만두국에 들어간 만두는 왕만두보단 작은 일반적인 만두모양의 만두가 네개 들어갔고 호불호없이 맛있게 먹을 수 있는 맛이었다. 추운 날씨라 국물이 특히 맛있고 밑반찬은 배추김치만 나온다.

주차 자리는 없으니 주변 공영주차장 주차 후 걸어가세요.

그리고 식사하시는 분들은 결제할 때 포장주문하시면 빠르기 받으실 수 있으니 이 점 참고하시고요~~"
BISTROT de YOUNTVILLE,프랑스음식,서울특별시 강남구 선릉로158길 13-7 이안빌딩 1층,"기념일에 큰맘 먹고 간 프렌치 레스토랑이었습니다. 프렌치 코스도 처음이었고, 가격대도 자주 갈 수 있는 곳은 어니었기에 기대반 불안반 입장하였습니다. 입장부터 식사까지 친절하였고, 결론은 좋은 시간 보내고 왔습니다. 아뮤즈부쉬부터 맛있었고, 전채요리(오리 진짜 맛있음), 에스카르고, 스테이크, 덕자구이, 디저트로 나온 크렘브륄레와 밀푀유까지 어느 하나 빠짐없이 입 안이 행복했습니다. 기념일엔 촛불에 레터링과 오르골+폴라로이드 사진 서비스까지 있어서 더욱 즐거웠습니다🥰
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
부부요리단 제주흑돼지갑오징어,한식,서울 성동구 독서당로40길 25-1,"두번째 방문! 재료 신선~ 맛있음. 음식주문은 인원수 대로 주문해야하며, 제주유산균생막걸리는 예약할때 미리 주문해야지 마실 수 있는 시스템이니 미리 참고하세요! 갑오징어 해물전 맛있어요~ 메뉴는 하나씩 다 먹어본거 같은데, 왠만해선 다 맛있어요~
음식이 맛있어요"
중앙해장,해장국,서울 강남구 영동대로86길 17,"주말 조금 늦은 아침에 해장하러 들렀습니다. 지난 번에는 점심 때 와서 조금 기다렸던 기억이 있는데, 아침시간엔 조금 여유가 있네요. 일찍부터 친구들과 곱창전골에 소주 드시는 테이블도 꽤 있었고, 해장하러 오셔서 또 한 잔씩들 하시는 분들도 많았습니다만, 꾹 참고 해장국만 주문했어요. 콩나물, 우거지, 대파가 들어가 시원한 맛의 국물도 좋고, 국내산 한우만 쓴다는 양과 선지도 섭섭지 않게 들어있어서 만족스러웠습니다. 워낙에 양을 좋아하기도 하지만, 오늘은 특히나 부드럽고도 탱탱한 푸딩같은 선지 퀄리티에 다시 한 번 감탄을 하며 먹었네요. 어떻게 이렇게 만들수 있는지… 재료부터 차이가 확실히 나니 맛이 납득이 가네요. 담번엔 꼭 곱창전골에 소주 한 잔 하러 가고 싶습니다.
혼밥하기 좋아요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
10"
농민백암순대,"순대국, 국밥",서울특별시 강남구 선릉로86길 40-4,정말 맛있어요. 먹어본 순댓국 중 세 손가락 안에 듭니다. 본점 확장해서 건너편에도 매장이 생겼어요
본앤브레드 신관,정육식당,서울특별시 성동구 마장로42길 1,"연말을 맞아 친구들과 방문했어요❤️ 코스 하나하나 설명도 잘 해주시고 굽기도 입맛에 딱이었어요 소금후추만 찍어먹어도 정말 맛있습니다 마무리 디저트까지 최고의 요리었어요 방문해보시기를 추천해요🩷
친절해요+4
개의 리뷰가 더 있습니다
펼쳐보기"
오죽이네,닭매운탕,서울특별시 종로구 돈화문로11가길 25,"1. 맵찔이에게 매울 수 있음
2. 국물 많은 닭볶음탕같음. 소주를 부르는 맛
3. 내 기준 흔한 맛인데 왜 이렇게 인기가 많을까?? 
4. 볶음밥도 아는 맛(맛있음)
5. 친절"
원조할아버지손두부,두부요리,서울 광진구 자양로 324,"아차산 산행후에 반드시 이곳에 오는 이유를 오늘에서야 알게됐네요. 두부가 일단 너무 고소하고 맛있습니다. 막걸리와 궁합이 너무 잘 맞아요. 정성들여 만든 음식임을 느끼게됩니다. 입이 흐뭇해지네요.
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기"
텐동 요츠야,"텐동, 튀김",서울 관악구 봉천동 1612-40,"오랜만에 먹은 텐동이라 너무 맛있었습니다.
아쉬운점은 더운 여름인데 실내가 시원하지않았고, 메뉴를 무조건 다 시켜야 자리를 안내해주고 직원분이 친절하진 않아서 기분좋은 식사는 아니였습니다."
장위동할머니해장국,감자탕,서울 강북구 월계로37길 137-6,"오랜만에 먹었는데 여전히 맛나네요. 친절하고 맛도 좋아서 기분 좋았어요!
음식이 맛있어요
이미지 수
1"
포비,"베이글, 드립커피",서울특별시 종로구 종로3길 17 D타워 1층 21호,언제나 사람이 북적북적한곳.. 베이글이 진짜 맛있어요 특히 무화과 강추입니다
오늘통닭 수유본점,"치킨,닭강정",서울 강북구 도봉로 384,"오늘통닭 지나가면서 정말 먹어보고 싶었는데 드디어 먹어봤습니다. 비법카레치킨이랑 똥집후라이드에 로제소스 추가해서 먹었는데 맛있었어요! 여기 로제소스가 맛있어서 로제떡볶이도 다음에 도전해봐야겠어요. 다른 메뉴들도 다 맛있어보이네요! 업체로부터 일부 제공받아 솔직하게 작성하였습니다.
단체모임 하기 좋아요+4
개의 리뷰가 더 있습니다
펼쳐보기"
베트남쌀국수PhoHang,베트남음식,서울 종로구 종로 309-3,"이제 동대문에 위치한 ‘PhoHang’을 소개합니다. 이곳은 한국에서 거주하는 베트남 현지인들이 찾는 베트남 쌀국수 전문점으로, 진정한 베트남의 맛을 경험할 수 있는 곳입니다. 가격이 저렴하고 양도 넉넉하여 현지 느낌을 물씬 느낄 수 있는 장소로 평가받고 있습니다. 주요 메뉴로는 베트남 전통 요리인 분짜, 반쎄오, 쌀국수가 있으며, 한국에서 흔히 볼 수 없는 모닝글로리나 다양한 야채와 함께 제공되어 더욱 현지 맛을 살립니다. PhoHang에서는 각 메뉴마다 정통 레시피가 그대로 반영된 고수 풍미와 새콤한 느억맘 소스가 강조되며, 그 맛의 깊이가 일품입니다. 특히 쌀국수는 고수가 듬뿍 들어있어 향이 강하고, 다진 마늘과 고추가 든 소스와 함께 먹으면 깔끔하면서도 풍부한 맛을 느낄 수 있습니다. 또한, 반쎄오를 라이스페이퍼에 싸서 먹는 방식은 베트남 현지에서 즐기는 전통 방식을 그대로 살려줍니다. 현지인들이 이곳을 좋아하는 이유는 음식의 양과 정통성을 중시하기 때문인데요. 포항에서는 고수가 대량으로 제공되어 ‘고수 킬러’라는 별명을 얻을 정도로 향신료 애호가에게도 사랑받고 있습니다. 고수의 향을 싫어하는 사람에게는 도전일 수 있지만, 고수를 좋아하는 사람들에게는 최고의 선택입니다. 대부분의 외국인 평가에 따르면, 이곳은 한국에서 즐길 수 있는 베트남의 진정한 맛을 잘 살린 곳으로 한국인뿐 아니라 베트남에서 온 방문객들에게도 강력 추천됩니다. https://youtu.be/dI6PAVOiW6g"
봉산옥 서초동본점,한식,서울 서초구 반포대로8길 5-6,한국음식은 블루리본 미슐랭 다 안 믿겠다고 다짐을 했던 나이지만.. 그래도 모르는 동네에서는 믿을게 미슐랭과 블루리본이라 생각하는 아이러니한 나!! 친구와 함께 예술의 전당 전시화 가며 식사 하려고 방문하려고 서칭을 하는데 .. 예술의 전당 근처 맛집으로 검색하면 나오는 곳이 세 군데가 있는데.. 한곳이 지난번에 갔던 백년옥 그리고 팥칼국수 파는 앵콜 칼국수 그리고 이 봉산옥!! 이다 모르니까 .. 그리고 겨울이니 따끈한 국물이 좋을것 같아 그냥 만두 전골이나 만두국 먹으러 가자 해서 봉산옥으로 결정하고 향했다 시간이 딱 점심시간대 였는데.. 역시 점심 시간대에는 주차 대란에 대기 줄 대란이다 ㅎㅎ 운 좋게 주차도 하고 .. 그렇게까지 많이도 안 기다리고 바로 입장 여기도 1층이랑 지하에 별관 비슷하게 좌식으로 된 자리가 지하에도 있음 ( 그래서 조금 덜 기다려도 됨 ) 내가 아침을 든든하게 먹은 상태라서 .. 전골이나 부침개 안 시키고 .. 그냥 만두국 하나와 김치말이 국수 하나를 주문!! 황해도식 만두국이라고 했음 만두가 5개 들어있고 밥을 따로 주신다 . 만두는 ... 이게 황해도식인가? 만두피가 알덴테 느낌? 한국 만두국 만두피는 대부분 좀 퍼지게 끓이는 듯 한데 여기는 왠지 모르게 알덴테 느낌 드는 딱딱한 피 그리고 그 안에 들은 배추도 알덴테다 살짝만 익혀서 배추 식감이 살아 있음 이게 맛이 있는건가 아닌건가 모르겠음 . 개인적으로 내 취향은 아니었다 이북식이라 그런지 고기 맛 보다는 채소 맛이 나고 이북식이라 그런지 고기 국물이 아니라 야채 육수로 끓인 만두 국물 맛이었고 전반적으로 슴슴한 음식 좋아하는 분들 드시는 맛이었다 조미료에 길들여진 내게는 안 맞는 만두는 알덴테가 아니라 .. 푹 익힌걸 좋아하는 촌스러운 내게는 안 맞는 타입의 식당 그리고 나온 김치말이 국수 사실 만두국 보다는 김치말이 국수가 맛이 낫다. 면발도 여기는 퍼지지 않게 삶아서 쫀득했고 김치말이 국수에 들어간 열무 김치가 맛있었고 국물도 시원했고 .. 인공적이 단맛 보다는 자연스러운 단맛이 나는 김치국물이였고 .. 아주아주 개인적으로 맛으로만 평가 하자면 백년옥이 여기 보단 개인 취향이다. 거기는 서비스가 너무 별로였지 맛이 확 덜어진다는 생각은 안 했었고 .. 여기는 내가 황해도 만두 취향이 아닌지 맛못알이라 그러니 그냥 맛이 좀 부족하다 친구랑 이번에도 먹고 나오면서 계속 투덜 댄게 이 친구랑 서초쪽에 있는 한국음식 미슐랭 계속 다니는데 내 친구 하는 말이 ... 강남에서는...
스미스가좋아하는한옥,이탈리아음식,서울 종로구 삼청로 22-7,"모임에서 가서 다양하게 주문해서 먹었습니다. 피자가 화덕에서 금방 구워나와서 먹음직스러웠고 맛도 좋았습니다. 먹물리조또와 치킨요리도 느끼하기는 했지만 맛있게 먹었습니다. 좌석이 띄엄띄엄 있어서 대화나누기에도 편안하고 서빙하시는 분들이 다들 친절하십니다.
음식이 맛있어요+4
개의 리뷰가 더 있습니다
펼쳐보기
이미지 수
5"
르한스,양식,서울 성북구 정릉로10길 127,"항상 지나다니기만 했는데 드디어 와봤네요 음식도 맛있고 눈이많이내려서 풍경이 예뻤어요
음식이 맛있어요+3
개의 리뷰가 더 있습니다
펼쳐보기"
